,Other_Road_List
2779,"#harr island,in #harr island,flooding in #harr island,sw freeway,i-69 sw freeway,on i-69 sw freeway,f way,sw f way,i-69 sw f way,frontage road,fwy frontage road,sw fwy frontage road,weslayan street,at weslayan street,inbound at weslayan street"
2780,"#jersey village,in #jersey village,flooding in #jersey village,on highway,#jerseyvillage on highway,in #jerseyvillage on highway,h way,on h way,#jerseyvillage on h way,nw freeway,290 nw freeway,hwy 290 nw freeway,f way,nw f way,290 nw f way,frontage road,fwy frontage road,nw fwy frontage road,af terrace,outbound af terrace,rd outbound af terrace,w road,after w road,outbound after w road"
2781,"#harr island,in #harr island,flooding in #harr island,toll way,houston toll way,sam houston toll way,frontage road,sb frontage road,tollway sb frontage road,westheimer road,at westheimer road,rd at westheimer road"
2782,"rig heights,two rig heights,flooding two rig heights,toll way,houston toll way,sam houston toll way,west park,at west park,nb at west park"
2783,"sw freeway,i-69 sw freeway,on i-69 sw freeway,f way,sw f way,i-69 sw f way"
2784,"toll way,houston toll way,sam houston toll way"
2785,"#harr island,in #harr island,flooding in #harr island,toll way,houston toll way,sam houston toll way,frontage road,tollway frontage road,houston tollway frontage road,fondren road,at fondren road,ebwb at fondren road"
2786,"exit ramp,toll way,houston toll way,sam houston toll way"
2787,"toll way,houston toll way,sam houston toll way,wbell fort,at wbell fort,eb at wbell fort"
2788,"le fort,two le fort,accident two le fort,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,tid well,at tid well,inbound at tid well,tidwell road,at tidwell road,inbound at tidwell road"
2789,"toll way,houston toll way,sam houston toll way,air port,w air port,at w air port"
2790,"wa terrace,high wa terrace,toll way,houston toll way,sam houston toll way"
2791,"wa terrace,high wa terrace,toll way,houston toll way,sam houston toll way"
2792,"wa terrace,high wa terrace,fm-523 road,before fm-523 road,and before fm-523 road"
2793,"wa terrace,high wa terrace,b locks,water b locks,high water b locks,sw freeway,69 sw freeway,on 69 sw freeway,f way,sw f way,69 sw f way,reading road,and reading road,762 and reading road"
2794,"b locks,accident b locks,rig heights,3 rig heights,blocks 3 rig heights,sw freeway,69 sw freeway,on 69 sw freeway,f way,sw f way,69 sw f way,west park,the west park,at the west park,toll way,westpark toll way,the westpark toll way"
2795,"wa terrace,high wa terrace,fm-523 road,before fm-523 road,and before fm-523 road"
2796,"le fort,a le fort,in a le fort,left lane,a left lane,in a left lane,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,at highway,outbound at highway,lanes outbound at highway,h way,at h way,outbound at h way"
2797,"sw freeway,69 sw freeway,on 69 sw freeway,f way,sw f way,69 sw f way"
2798,"b locks,accident b locks,le fort,3 le fort,blocks 3 le fort,left lane,3 left lane,blocks 3 left lane,le fort,a le fort,lane a le fort,sw freeway,69 sw freeway,on 69 sw freeway,f way,sw f way,69 sw f way"
2799,"wa terrace,high wa terrace,sw freeway,69 sw freeway,on 69 sw freeway,f way,sw f way,69 sw f way,reading road,and reading road,762 and reading road"
2800,"sw freeway,69 sw freeway,on 69 sw freeway,f way,sw f way,69 sw f way,west park,the west park,at the west park,toll way,westpark toll way,the westpark toll way"
2801,"b locks,accident b locks,le fort,2 le fort,blocks 2 le fort,sw freeway,69 sw freeway,on 69 sw freeway,f way,sw f way,69 sw f way,west park,the west park,at the west park,toll way,westpark toll way,the westpark toll way"
2802,"wa terrace,high wa terrace,e freeway,baytown e freeway,i-10 baytown e freeway,f way,e f way,baytown e f way,af terrace,outbound af terrace,fwy outbound af terrace"
2803,"wa terrace,high wa terrace,on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way,frontage road,fwy frontage road,porte fwy frontage road,red bluff,at red bluff,wb at red bluff"
2804,"wa terrace,high wa terrace,on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way,frontage road,fwy frontage road,porte fwy frontage road,red bluff,at red bluff,eb at red bluff"
2805,"wa terrace,high wa terrace,on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way,frontage road,fwy frontage road,porte fwy frontage road,red bluff,at red bluff,wb at red bluff"
2806,"wa terrace,high wa terrace,on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way,frontage road,fwy frontage road,porte fwy frontage road,red bluff,at red bluff,eb at red bluff"
2807,"wa terrace,high wa terrace,af terrace,eb af terrace,2920 eb af terrace,telge road,after telge road,eb after telge road"
2808,"b locks,accident b locks,rig heights,a rig heights,blocks a rig heights,right lane,a right lane,blocks a right lane,rig heights,a rig heights,and a rig heights,#west green,in #west green,shoulder in #west green,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,west green,at west green,inbound at west green,westgreen boulevard,at westgreen boulevard,inbound at westgreen boulevard"
2809,"wa terrace,high wa terrace,fm-523 road,before fm-523 road,and before fm-523 road"
2810,"wa terrace,high wa terrace,frontage road,on frontage road,water on frontage road,#will island,in #will island,rd in #will island,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,frontage road,fwy frontage road,n fwy frontage road,calvary road,and calvary road,1097 and calvary road"
2811,"wa terrace,high wa terrace,toll way,houston toll way,sam houston toll way,af terrace,sb af terrace,tollway sb af terrace,pasadena boulevard,after pasadena boulevard,sb after pasadena boulevard,fairmont parkway,before fairmont parkway,and before fairmont parkway,pk way,fairmont pk way,before fairmont pk way"
2812,"wa terrace,high wa terrace,exit ramp,on exit ramp,water on exit ramp,e freeway,i-10 e freeway,on i-10 e freeway,f way,e f way,i-10 e f way,frontage road,fwy frontage road,e fwy frontage road"
2813,"wa terrace,high wa terrace,frontage road,on frontage road,water on frontage road,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,frontage road,fwy frontage road,n fwy frontage road"
2814,"wa terrace,high wa terrace,entrance ramp,on entrance ramp,water on entrance ramp,houston parkway,sam houston parkway,n sam houston parkway,pk way,houston pk way,sam houston pk way,lee road,at lee road,eb at lee road"
2815,"wa terrace,high wa terrace,frontage road,on frontage road,water on frontage road,#channel view,in #channel view,rd in #channel view,e freeway,i-10 e freeway,on i-10 e freeway,f way,e f way,i-10 e f way,frontage road,fwy frontage road,e fwy frontage road,houston parkway,sam houston parkway,e sam houston parkway,pk way,houston pk way,sam houston pk way"
2816,"wa terrace,high wa terrace,frontage road,on frontage road,water on frontage road,e freeway,i-10 e freeway,on i-10 e freeway,f way,e f way,i-10 e f way,frontage road,fwy frontage road,e fwy frontage road"
2817,"wa terrace,high wa terrace,frontage road,on frontage road,water on frontage road,on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way,frontage road,fwy frontage road,porte fwy frontage road,red bluff,at red bluff,wb at red bluff"
2818,"wa terrace,high wa terrace,frontage road,on frontage road,water on frontage road,on highway,#pasadena on highway,in #pasadena on highway,h way,on h way,#pasadena on h way,po route,la po route,225 la po route,porte freeway,la porte freeway,225 la porte freeway,f way,porte f way,la porte f way,frontage road,fwy frontage road,porte fwy frontage road,red bluff,at red bluff,eb at red bluff"
2819,"wa terrace,high wa terrace,on highway,#montgomery on highway,in #montgomery on highway,h way,on h way,#montgomery on h way"
2820,"wa terrace,high wa terrace,frontage road,the frontage road,on the frontage road,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,frontage road,fwy frontage road,n fwy frontage road,before highway,outbound before highway,rd outbound before highway,h way,before h way,outbound before h way"
2821,"wa terrace,high wa terrace,entrance ramp,on entrance ramp,water on entrance ramp,toll way,houston toll way,sam houston toll way,spencer highway,at spencer highway,nb at spencer highway,h way,spencer h way,at spencer h way"
2822,"exit ramp,wa terrace,high wa terrace,ramp high wa terrace,toll way,houston toll way,sam houston toll way,pasadena boulevard,at pasadena boulevard,nb at pasadena boulevard"
2823,"wa terrace,high wa terrace,toll way,houston toll way,sam houston toll way,af terrace,sb af terrace,tollway sb af terrace,pasadena boulevard,after pasadena boulevard,sb after pasadena boulevard,fairmont parkway,before fairmont parkway,and before fairmont parkway,pk way,fairmont pk way,before fairmont pk way"
2824,"wa terrace,high wa terrace,entrance ramp,on entrance ramp,water on entrance ramp"
2825,"wa terrace,high wa terrace,frontage road,on frontage road,water on frontage road,#will island,in #will island,rd in #will island,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,frontage road,fwy frontage road,n fwy frontage road,calvary road,and calvary road,1097 and calvary road"
2826,"wa terrace,high wa terrace,fm-523 road,before fm-523 road,and before fm-523 road"
2827,"wa terrace,high wa terrace,frontage road,on frontage road,water on frontage road,#jersey village,in #jersey village,rd in #jersey village,nw freeway,290 nw freeway,on 290 nw freeway,f way,nw f way,290 nw f way,frontage road,fwy frontage road,nw fwy frontage road,w road,at w road,outbound at w road"
2828,"wa terrace,high wa terrace,le fort,a le fort,in a le fort,rig heights,and rig heights,left and rig heights,right lane,and right lane,left and right lane,nw freeway,290 nw freeway,on 290 nw freeway,f way,nw f way,290 nw f way"
2829,"wa terrace,high wa terrace,frontage road,on frontage road,water on frontage road,sw freeway,69 sw freeway,on 69 sw freeway,f way,sw f way,69 sw f way,frontage road,fwy frontage road,sw fwy frontage road,1 street,at 1 street,sb at 1 street,1st street,at 1st street,sb at 1st street"
2830,"wa terrace,high wa terrace,frontage road,on frontage road,water on frontage road,eastex freeway,69 eastex freeway,on 69 eastex freeway,f way,eastex f way,69 eastex f way,frontage road,fwy frontage road,eastex fwy frontage road,mail route,aldine mail route,at aldine mail route"
2831,"wa terrace,high wa terrace,exit ramp,on exit ramp,water on exit ramp,gu loaf,i-45 gu loaf,on i-45 gu loaf,gulf freeway,i-45 gulf freeway,on i-45 gulf freeway,f way,gulf f way,i-45 gulf f way,at highway,sb at highway,fwy sb at highway,h way,at h way,sb at h way"
2832,"wa terrace,high wa terrace,frontage road,the frontage road,on the frontage road,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,frontage road,fwy frontage road,n fwy frontage road,at highway,outbound at highway,rd outbound at highway,h way,at h way,outbound at h way"
2833,"wa terrace,high wa terrace,frontage road,the frontage road,on the frontage road,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,frontage road,fwy frontage road,n fwy frontage road"
2834,"wa terrace,high wa terrace,exit ramp,on exit ramp,reported on exit ramp,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way"
2835,"wa terrace,high wa terrace,frontage road,the frontage road,on the frontage road,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,frontage road,fwy frontage road,n fwy frontage road,tid well,e tid well,before e tid well,tidwell road,e tidwell road,before e tidwell road"
2836,"wa terrace,high wa terrace,exit ramp,on exit ramp,reported on exit ramp,katy freeway,i-10 katy freeway,on i-10 katy freeway,f way,katy f way,i-10 katy f way,waller avenue,at waller avenue,outbound at waller avenue"
2837,"wa terrace,high wa terrace,frontage road,on frontage road,water on frontage road,eastex freeway,69 eastex freeway,on 69 eastex freeway,f way,eastex f way,69 eastex f way,frontage road,fwy frontage road,eastex fwy frontage road,mail route,aldine mail route,at aldine mail route"
2838,"wa terrace,high wa terrace,frontage road,the frontage road,on the frontage road,e freeway,i-10 e freeway,on i-10 e freeway,f way,e f way,i-10 e f way,frontage road,fwy frontage road,e fwy frontage road"
2839,"wa terrace,high wa terrace,frontage road,the frontage road,on the frontage road,e freeway,i-10 e freeway,on i-10 e freeway,f way,e f way,i-10 e f way,frontage road,fwy frontage road,e fwy frontage road"
2840,"wa terrace,high wa terrace,houston parkway,sam houston parkway,n sam houston parkway,pk way,houston pk way,sam houston pk way,af terrace,eb af terrace,pkwy eb af terrace,vickery drive,before vickery drive,and before vickery drive"
2841,"wa terrace,high wa terrace,houston parkway,sam houston parkway,n sam houston parkway,pk way,houston pk way,sam houston pk way,af terrace,wb af terrace,pkwy wb af terrace,vickery drive,after vickery drive,wb after vickery drive"
2842,"wa terrace,high wa terrace,entrance ramp,on entrance ramp,water on entrance ramp,houston parkway,sam houston parkway,n sam houston parkway,pk way,houston pk way,sam houston pk way,lee road,at lee road,eb at lee road"
2843,"wa terrace,high wa terrace,frontage road,on frontage road,water on frontage road,n freeway,i-45 n freeway,on i-45 n freeway,f way,n f way,i-45 n f way,frontage road,fwy frontage road,n fwy frontage road"
2844,"wa terrace,high wa terrace,#harr island,in #harr island,water in #harr island,gessner drive,on gessner drive,#harris on gessner drive"
2845,"wa terrace,high wa terrace,#harr island,in #harr island,water in #harr island,gessner drive,on gessner drive,#harris on gessner drive"
2846,"wa terrace,high wa terrace,exit ramp,on exit ramp,water on exit ramp,toll way,houston toll way,sam houston toll way,pasadena boulevard,at pasadena boulevard,nb at pasadena boulevard"
